,Name,Link,Best price,Normal price,Type of product,Description,Ingredients,Available
658,Helado dulce de leche tentación 460 ml,https://www.jumbo.cl/hel-chocorisimo-dulce-leche-tentac-460ml-1913552/p,NA,$5.590,23 meses,Helado de dulce de leche con dulce de leche natural.,NA,1
659,Helado cookies & cream 460 ml,https://www.jumbo.cl/hel-chocorisimo-cookies-and-cream-460ml-1913550/p,NA,$5.590,21 meses,Helado de crema con dulce de leche natural y trozos de chocolate.,NA,1
660,"Hamburguesa poroto, mung y moringa 2 un. 100 g",https://www.jumbo.cl/hamb-veg-live-green-poro-mun-mor-100g-2u-1905684/p,NA,$2.490,200 g,Encuentra la mejor variedad de productos saludables Live Green navegando en nuestro sitio web.,"Agua,  Poroto verde de la india,  Proteína de arvejas,  Lentejas,  Aceite de girasol,  Pimentón,  Arvejas,  Moringa,  Mandioca,  Pimienta negra,  Ajo,  Cebolla,  Jengibre,  Linaza,  Cochayuyo,  Sal de mar",1
661,Hamburguesa champiñón 2 un. 100 g,https://www.jumbo.cl/hamb-veg-live-green-champinon-100g-2u-1905685/p,NA,$2.490,Mermeladas,Encuentra la mejor variedad de productos saludables Live Green navegando en nuestro sitio web.,"Agua,  Proteína de arvejas,  Champiñones,  Semillas de maravillas,  Garbanzos,  Porotos negros,  Lentejas,  Aceite de girasol,  Tomate,  Linaza,  Mandioca,  Cebolla,  Ajo,  Jengibre,  Sal de mar",1
662,Hamburguesa arveja 2 un. 100 g,https://www.jumbo.cl/hamb-veg-live-green-arveja-100g-2u-1905686/p,NA,$2.690,200 g,Encuentra la mejor variedad de productos saludables Live Green navegando en nuestro sitio web.,"Agua,  Proteína de arvejas,  Aceite de maravilla,  Fibra de arvejas,  Garbanzos,  Mandioca,  Aceite de coco,  Champiñones,  Tomate,  Linaza,  Levadura nutricional,  Melaza,  Betarraga,  Cebolla,  Ajo,  Cilantro,  Pimentón,  Pimienta negra,  Sal himalaya",1
663,Hamburguesa de vegetales cookout 907 g,https://www.jumbo.cl/hamburguesa-de-veg-beyond-cookout-907g-1897159/p,NA,$23.990,Hamburguesas de Verduras,"Hamburguesa sucedánea de carne, elaborada 100% con proteína de plantas. Sin gluten, colesterol y libre de transgénicos. Contiene 907 g.","Agua,  Proteína de arveja,  Aceite de canola,  Aceite de coco refinado,  Proteína de arroz,  Sabores naturales,  Metilcelulosa,  Almidón de papa,  Extracto de manzana,  Extracto de granada,  Sal,  Cloruro de potasio,  Vinagre,  Concentrado de jugo de limón,  Lecitina de girasol,  Colorante extracto de jugo de betarraga,  Zanahoria",1
664,Mousse Chocolate Almendras 980 g,https://www.jumbo.cl/mousse-chocolate-almendras-cuk-1-1kg-1897985/p,NA,$25.990,Helados de Leche,NA,"Leche parcialmente descremada,  Azúcar,  Agua,  Aceite de palmiste completamente hidrogenado,  Estabilizante jarabe de sorbitol (e420ii),  Estabilizante hidroximetilpropilcelulosa (e464),  Estabilizante carboximetil celulosa (e466),  Estabilizante carragenina (e407),  Estabilizante goma tara (e417),  Estabilizante goma gellan (e418),  Emulsionante polisorbato 60 (e435),  Monoestearato de sorbitán (e491),  Esteres de glicerol de ácidos grasos y ac. diacetiltartárico datem (e472e),  Estearoil lactilato de sodio (e481),  Lecitina de soya (e322),  Saborizante artificial,  Regulador de acidez citrato trisódico,  Fosfato disódico,  Sal,  Carotenos extractos naturales,  Manteca de palmiste hidrogenada y fraccionada,  Cacao en polvo,  Triesterato de sorbitán,  Lecitina de soya,  Vainilla,  Harina de trigo,  Aceite de palma fraccionado e hidrogenado,  Antioxidante palmitato de ascorbilo,  Antioxidante galato de propilo,  Almidón de maíz,  Bicarbonato de sodio,  Bicarbonato de amonio,  Fosfato monocálcico,  Extracto de malta (cebada),  Maltodextrina,  Jarabe de glucosa,  Emulsionante lecitina de soya,  Saborizante idéntico a natural,  Almendras,  Leche descremada,  Enzima lactasa,  Cobertura de chocolate,  Lácteos,  Gluten,  Soya",1
665,Postre sabor menta chocolate 1.3 kg,https://www.jumbo.cl/postre-menta-chocolate-cuk-1-3kg-1897984/p,NA,$25.990,Helados de Leche,"Postre sabor menta chocolate CUK, postre lácteo congelado de textura firme, cremosa con trocitos de chocolate. Contiene 1.3 kg.","Leche condensada,  Leche evaporada,  Cobertura sabor chocolate,  Yema de huevo pasteurizada,  Esencia de vainilla artificial,  Leche consensada,  Crema vegetal,  Esencia de menta,  Cobertura de chocolate,  Lácteos,  Huevos,  Soya",1
666,Helado Carezza postre 1 L,https://www.jumbo.cl/helado-carezza-postre-1-l/p,NA,$4.649,Helados con Salsas,NA,"Agua,  Azúcar,  Trocitos de almendras,  Grasa de palma refinada y desodorizada,  Bht,  Leche descremada en polvo,  Grasa de palma fraccionada e interesterificada,  Cacao en polvo,  Lecitina de soya,  Aromatizante vainillina,  Suero de leche en polvo,  Jarabe de glucosa,  Colorante caramelo iv,  Mono y diglicéridos de ácidos grasos,  Saborizantes idénticos a naturales,  Goma de semilla de algarrobo,  Goma guar,  Carragenina,  Ponceau 4r,  Leche,  Almendras,  Soya",1
667,Helado multipack vegano caramel 4 un. 75 ml,https://www.jumbo.cl/hel-mpack-veg-daiya-s-caramel-4un-75ml-1900140/p,NA,$6.750,Helados Mix Sabores,"La exquisitos helados sabor caramelo 100% vegano en formato multipack. Daiya nos trae las paletas de helados más ricas que podrías probar, además, sin lactosa.","Agua,  Crema de coco,  Azúcar de caña,  Jarabe de tapioca,  Azúcar de caña en polvo,  Melaza,  Goma guar,  Sal,  Sabor natural vegetal,  Aceite de coco,  Proteína de poroto de habas,  Tamarindo,  Sal marina,  Goma de algarroba,  Chocolate sin azúcar,  Manteca de cacao,  Extracto de vainilla,  Coco",1
668,Helado multipack vegano vainilla 4 un. 75 ml,https://www.jumbo.cl/hel-mpack-vegano-daiya-vainilla-4un-75ml-1899163/p,NA,$6.750,Helados de Leche,"La exquisitos helados sabor vainilla 100% vegano en formato multipack. Daiya nos trae las paletas de helados más ricas que podrías probar, además, sin lactosa.",NA,1
669,Helado multipack vegano chocolate 4 un. 75 ml,https://www.jumbo.cl/hel-mpack-veg-daiya-chocolate-4un-75ml-1900139/p,NA,$6.750,Helados de Leche,"La exquisitos helados de chocolate 100% vegano en formato multipack. Daiya nos trae las paletas de helados más ricas que podrías probar, además, sin lactosa.",NA,1
670,Pulled Pork vegano 250 g,https://www.jumbo.cl/pulled-pork-veg-meatless-250g-1884820/p,NA,$4.690,Pizza Vegetariana,"El Pulled Pork ya es tremendo por si solo, pero ¿haz probado nuestra barbecue? Realmente se potencian alcanzando el sabor de los dioses.","Agua,  Cebolla,  ácido cítrico,  Fibra vegetal de proteína de trigo,  Fibra vegetal de proteína de arveja,  Tomate concentrado,  Azúcar,  Vinagre de alcohol,  Fructosa,  Sal,  Almidón modificado,  ácido fosfórico,  Goma guar,  Goma xanthana,  Glutamato monosódico,  Benzoato de sodio,  Sorbato de potasio,  ácido ascórbico,  E.d.t.a.,  Laurel,  Cebolla en polvo,  Concentrado de tomate,  Proteína de arveja,  Vinagre de vino tinto,  Metabisulfito de potasio,  Melaza,  Carboximetil celulosa sódica,  Dióxido de silicio amorfo,  Apio,  Saborizante idéntico al natural,  Harina de trigo (gluten),  Mostaza,  Glucosa,  Ajo,  Nuez moscada,  Jengibre,  Canela,  Clavo de olor,  Cúrcuma,  Páprika,  Color caramelo,  Almidón de maíz,  Ajo en polvo,  Polisorbato 80,  Humo líquido natural,  Merkén,  Gluten,  Sulfitos",1
671,Pizza Pulled Pork vegana 540 g,https://www.jumbo.cl/pizza-pulled-pork-veg-meatless-520g-1884824/p,NA,$8.490,Pizza Vegetariana,"Sí, el pulled pork le va bien a todo! Lo pusimos en la pizza, agregamos cebolla morada y voila! No te la puedes perder.","Harina de trigo,  Agua,  Levadura instantánea,  Aceite de oliva extra virgen,  Sal,  Azúcar,  Preservante ácido cítrico,  Preservante ácido sórbico,  Preservante propionato de calcio,  Almidón de maíz,  Manteca de palma,  Almidón modificado de papa,  Fibra de trigo,  Proteína de soya,  Carragenina,  Citrato de potasio,  ácido láctico,  Sabor queso,  Colorante annato,  Tomates frescos,  Tomates concentrados,  Sorbato de potasio,  Benzoato de sodio,  Cebolla morada,  Cebolla blanca,  Proteína de trigo,  Proteína de arveja,  Tomate concentrado,  Vinagre de alcohol,  Fructosa,  Almidón modificado,  ácido fosfórico,  Goma guar,  Goma xanthana,  Glutamato monosódico,  ácido ascórbico,  ácido cítrico,  Edta,  Laurel,  Cebolla en polvo,  Vinagre de vino tinto,  Metabisulfito de potasio,  Melaza,  Carboximetil celulosa sódica,  Dióxido de silicio amorfo,  Apio,  Saborizante glutamato monosódico,  Saborizante idéntico natural,  Maltodextrina de maíz,  Cebolla,  5 ribonucleótido de sodio,  Saborizante idéntico al natural,  Harina de trigo (gluten),  Mostaza,  Glucosa,  Ajo,  Nuez moscada,  Jengibre,  Canela,  Clavo de olor,  Cúrcuma,  Páprika,  Color caramelo,  Ajo en polvo,  Polisorbato 80,  Humo líquido natural,  Merkén,  Gluten,  Soya,  Sulfitos",1
672,Helado Suspiros tronco chocolate 650 g,https://www.jumbo.cl/hel-trendy-suspiros-tronco-de-choco-650g-1895136/p,NA,$4.699,Helados Mix Sabores,"Helado de leche sabor dulce de leche y chocolate, relleno con dulce de leche y con cobertura sabor chocolate y crocante de maní. Contiene 650 g.","Leche fluida entera,  Azúcar,  Jarabe de glucosa,  Suero de leche en polvo,  Sorbato de potasio,  Bicarbonato de sodio,  Agua,  Manteca de palma,  Manteca de cacao,  Cacao en polvo,  Leche entera en polvo,  Lecitina de soya,  Poliricineato de poliglicerol,  Aromatizante etil-vainilla,  Saborizante artificial,  Crema de leche,  Maní,  Pasta de cacao,  Emulsionante mono y diglicéridos de ácidos grasos,  Emulsionante estabilizante goma guar,  Espesante estabilizante cmc,  Estabilizante goma de semilla de algarrobo,  Emulsionante carragenina,  Emulsionante alginato de sodio,  Colorante caramelo iv,  Sulfito amónico",1
673,Helado Suspiros snack crocante 560 g,https://www.jumbo.cl/hel-trendy-suspiro-snack-crocante-560g-1895134/p,NA,$5.049,Helados Mix Sabores,Helado de leche sabor dulce de leche con cobertura sabor chocolate y crispies de arroz inflado. Ideal para ocasiones especiales. Contiene 560 g.,"Leche fluida entera,  Azúcar,  Jarabe de glucosa,  Suero de leche en polvo,  Sorbato de potasio,  Bicarbonato de sodio,  Agua,  Manteca de palma,  Manteca de cacao,  Cacao en polvo,  Leche entera en polvo,  Lecitina de soya,  Poliricinileato de poliglicerol,  Aromatizado con etil-vainillina,  Saborizante artificial,  Crema de leche,  Arroz inflado,  Emulsionante mono y diglicéridos de ácidos grasos,  Emulsionante y estabilizador goma guar,  Estabilizador cmc,  Estabilizador goma de semilla de algarrobo,  Emulsionante y estabilizador carragenina,  Emulsionante alginato de sodio,  Colorante caramelo iv,  Sulfito amónico",1
674,Helado Savory Veggie Cookies and Cream 318g,https://www.jumbo.cl/hel-savory-veggie-cookies-and-cream-318g-1897106/p,NA,$3.999,Helados Mix Sabores,"Helado Savory Veggie Cookies and Cream, disfruta del exquisito helado con sabor cookies and cream con salsa de caramelo, un helado apto para vegetarianos y veganos y libre de lactosa. Formato 318g","Agua,  Azúcar,  Crema de coco,  Jarabe de glucosa,  Colorante caramelo,  Saborizante idéntico a natural,  Espesante goma garrofín,  Almidón de tapioca,  Harina de arroz,  Cacao en polvo,  Aceite de palma,  Almidón de maíz,  Sal,  Masa de cacao,  Saborizante natural,  Emulsionante lecitina de soya,  Bicarbonato,  Proteína de arveja,  Inulina de achicoria,  Emulsionante ésteres de propilenglicol de ácidos grasos,  Emulsionante mono y diglicéridos de ácidos grasos,  Espesante goma guar,  Espesante carragenina,  Saborizante artificial,  Soya,  Sulfito",1
675,Helados multipack mango maracuyá 290 g,https://www.jumbo.cl/hel-mpack-palettas-mang-marac-5un-290gr-1881553/p,NA,$4.199,Helados con Frutas,Palettas trae helados 100% naturales para que te refresques con la mejor calidad. ¡Aprovecha el delicioso pack de Palettas de Mango y Maracuyá! ¡Un sabor puramente tropical!,"Agua,  Azúcar,  Glucosa líquida,  Maltodextrina,  Dextrosa,  Mono y diglicéridos de ácidos grasos,  ésteres de propilenglicol de ácidos grasos,  Goma guar,  Carboximetil celulosa sódica,  Almidón,  Dióxido de azufre,  Bicarbonato,  ácido cítrico,  Mango,  Pulpa de maracuyá",1
676,Helado manjar artesanal 476 ml,https://www.jumbo.cl/hel-artisan-manjar-artesanal-476ml-1879608/p,NA,$4.999,Helados de Leche,"Como explicarte lo delicioso y suave de este gelato, la calidad de su sabor y la consistencia que se crea en boca de una cremosidad única! Es mejor que lo pruebes tu y nos cuentes qué te parece!",NA,1
677,Carbonada vegetariana 350 g,https://www.jumbo.cl/carbonada-veg-cuk-350g-1885727/p,NA,$4.490,Carbonada,Delicioso sabor. Elaborado con frescos y ricos ingredientes. Ideal para compartir un rico almuerzo familiar.,"Agua,  Cebolla,  Zanahoria,  Aceite vegetal de maravilla 100% refinado,  Antioxidante terbutil hidroquinona,  Antiespumante polidimetilsiloxano,  Sal,  Orégano,  Comino,  Pimienta negra,  Cúrcuma,  Canela,  Jengibre,  Pimientas,  Papas,  Zapallo,  Espinaca,  Proteína de soya texturizada,  Aceite vegetal maravilla,  Pimentón,  Ajo,  Cilantro,  Pimienta,  Laurel,  Soya",1
678,Helado Keto protein vainilla 3 un. 55 g,https://www.jumbo.cl/hel-mpack-zenzero-keto-prot-vain-3unx55g-1861066/p,$5.832,$7.290,Helados Mix Sabores,"Nueva Keto Protein sabor Vainilla, 3 unidades, fabricado a Base de Aislado de Protei´na de Suero de Leche, con un intenso sabor a Vainilla. Solo 0,5 gr de Carbohidrato por paleta y 6 gr de protei´na, lo que lo transforma en un helado con característica Keto y Buena Fuente de Protei´na","Agua,  Grasa butírica (leche),  Eritritol,  Aislado de proteína de suero de leche,  Péptidos de colágeno hidrolizados,  Fibra vegetal (inulina de agave),  Mono y diglicéridos de ácidos grasos,  Alulosa,  Lecitina de soya,  Saborizante natural vainilla,  Estevia,  Lactosa,  Soya",1
679,Helado Zero vainilla 3 un. 55 g,https://www.jumbo.cl/hel-mpack-zenzero-zero-vainilla-3unx55g-1861064/p,$5.832,$7.290,Helados Mix Sabores,"Nuevas paletas Zero, fabricadas a base de arroz con un intenso sabor a Vainilla cubierta de chocolate semiamargo sin Azúcar, lactosa ni gluten. Veganas!","Agua,  Harina de arroz hidrolizada,  Fibra vegetal (inulina de agave),  Sorbitol,  Manteca vegetal de palma,  Polidextrosa,  Maltodextrina,  Maltitol,  Cacao,  Isomaltitol,  Lecitina de soya,  Sal yodada,  Mono y diglicéridos de ácidos grasos,  Eritritol,  Saborizante natural de vainilla,  Estevia,  Soya",1
680,Helado Zero chocolate 3 un. 55 g,https://www.jumbo.cl/hel-mpack-zenzero-zero-chocolate-3unx55g-1861063/p,$5.832,$7.290,Helados Mix Sabores,"Nuevas paletas Zero, fabricadas a base de arroz con un intenso sabor a Chocolate cubierta de chocolate semiamargo sin Azúcar, lactosa ni gluten","Agua,  Harina de arroz hidrolizada,  Fibra vegetal inulina de agave,  Sorbitol,  Manteca vegetal de palma,  Polidextrosa,  Maltodextrina,  Maltitol,  Cacao,  Isomaltitol,  Lecitina de soya,  Sal yodada,  Mono y diglicéridos de ácidos grasos,  Eritritol,  Saborizante natural de chocolate,  Estevia,  Soya",1
681,Helado vegano frutos del bosque 315 g,https://www.jumbo.cl/hel-vegano-live-green-frut-del-bos-315gr-1862157/p,NA,$3.999,Helados Mix Sabores,Helado de crema vegano sabor frutos del bosque. Producto sin leche y sin aditivos. ¡Totalmente irresistible!,"Agua,  Semillas de maravillas,  Alulosa,  Frutilla,  Frambuesa,  Arándano,  Aceite de maravilla,  Plátano,  Palta,  Linaza,  Chía,  Azúcar rubia,  Sal de mar",1
682,Helado Frugelé frutos rojos 2.4 L,https://www.jumbo.cl/hel-bresler-frugele-frutos-rojos-2-4l-1862150/p,$3.890,$4.990,Helados de Agua,¿Ya te eneteraste? ¡Bresler lanzó su nueva línea de helados Frugelé! Un sabor único basado en las clásicas gomitas. Helado sabor frutos rojos.,"Agua,  Azúcar,  Jarabe de glucosa,  ácido cítrico,  Goma de semillas de algarrobo,  Goma guar,  Gelatina,  Alcohol potable,  Colorante azul brillante fcf,  Propilenglicol,  Benzoato de sodio,  Saborizante artificial,  Saborizante idéntico a natural,  Carmoisina,  Tartrazina",1
683,Helado frescura natural 2.5 L,https://www.jumbo.cl/hel-trendy-frescura-frutal-2-5lt-1856257/p,NA,$4.999,Helados Mix Sabores,Se acerca el verano y ya es tiempo de disfrutar con el helado Frescura Total de Trendy. En su versión de 2.5 L.,"Agua,  Azúcar (contiene sulfitos),  Jarabe de glucosa,  ácido cítrico,  Gelatina,  Proteínas de suero de leche,  Goma guar,  Monoglicéridos de ácidos grasos,  Estearoil lactilato de sodio,  Cmc,  Saborizantes naturales,  Saborizante idéntico a natural,  Colorante artificial tartrazina,  Colorante artificial azul brillante fcf,  Colorante artificial indigotina,  Colorante artificial azorrubina,  Colorante artificial ponceau 4r",1
684,Helado chocolate cookie dough 474 ml,https://www.jumbo.cl/hel-ben-and-jerrys-choc-cookie-dough-474ml-1859039/p,NA,$8.249,Helados Mix Sabores,Helado crema vainilla con  deliciosos trozos de galletas y chips de chocolates. También con trocitos chocolatados.,"Leche,  Agua,  Azúcar,  Leche condensada,  Harina de trigo,  Cacao en polvo,  Yema de huevo,  Mantequilla,  Aceite de soya,  Melazas,  Clara de huevo deshidratada,  Sabor natural de vainilla,  Goma guar,  Carragenanos,  Sal,  Lecitina de soya,  Sabor natural,  Bicarbonato sódico,  Huevo,  Cacao,  Soya",1
685,Helado Half Baked chocolate vainilla 474 ml,https://www.jumbo.cl/helado-ben-and-jerrys-half-baked-474ml-1856526/p,NA,$8.249,Helados de Leche,"¿Te cuesta elegir entre trocitos de brownie o galletas? ¡El helado Half Baked es perfecto! Elaborado con chocolate y vainilla, y con trozos de brownie y galletas. Con chips de chocolate.","Crema,  Azúcar,  Leche descremada,  Agua,  Harina de trigo,  Cacao,  Huevo,  Aceite de canola,  Licor de chocolate,  Extracto de vainilla,  Sal,  Goma de guar,  Melaza,  Carragenana,  Lecitina de soya,  Harina de cebada,  Leche,  Soya",1
